nom_entreprise_aria,nom_api,siren,siret,categorie_entreprise,syndicat_regional,code_dept,adresse,commune,code_postal,naf,aria_region,latitude,longitude
PATRICK JONEAU,PATRICK JONEAU,385208350,38520835000020,PME,AREA Normandie,61,15 RUE DE LA CHAUSSEE 61200 ARGENTAN,61006,61200,10.13B,AREA Normandie,48.743164,-0.022808
CHARCUTERIE PREUD'HOMME,CHARCUTERIE PREUD'HOMME,420336109,42033610900012,PME,AREA Normandie,61,25 RUE SAINT GERMAIN 61200 ARGENTAN,61006,61200,10.13B,AREA Normandie,48.745009,-0.019063
MICHEL LEVILLAIN,MICHEL LEVILLAIN,429598139,42959813900013,PME,AREA Normandie,61,29 GRANDE RUE 61470 LA FERTE-EN-OUCHE,61167,61470,10.13B,AREA Normandie,48.820545,0.554047
PASCAL DROUIN,PASCAL DROUIN,420474587,42047458700037,PME,AREA Normandie,61,5 RUE DE PARIS 61100 FLERS,61169,61100,10.13B,AREA Normandie,48.75032,-0.565539
SARL VAULOUP TRAITEUR,SARL VAULOUP TRAITEUR,484119805,48411980500014,PME,AREA Normandie,61,64 RUE D HAUTVIE 61410 LA FERTE MACE,61168,61410,10.13B,AREA Normandie,48.591837,-0.356877
LECOMTE FAMILY,LECOMTE FAMILY,907449193,90744919300016,PME,AREA Normandie,61,REMALARD 4 PL DU GENERAL DE GAULLE 61110 REMALARD-EN-PERCHE,61345,61110,10.13B,AREA Normandie,48.428619,0.772305
EURL CHARCUTERIE LERALLU,EURL CHARCUTERIE LERALLU,451668644,45166864400011,PME,AREA Normandie,61,COUTERNE 9 PLACE DE L'ABBE GARNIER 61410 RIVES D'ANDAINE,61096,61410,10.13B,AREA Normandie,48.544196,-0.466808
CHARCUTERIE DES MASSELINS,CHARCUTERIE DES MASSELINS,891366379,89136637900016,PME,AREA Normandie,61,LIEU DIT LES MASSELINS 61300 SAINT-SULPICE-SUR-RISLE,61456,61300,10.13B,AREA Normandie,48.76278,0.733907
LE FAIM TRAITEUR (LE FAIM TRAITEUR),LE FAIM TRAITEUR (LE FAIM TRAITEUR),949139521,94913952100015,PME,AREA Normandie,61,9 RUE ETIENNE PANTHOU 61200 ARGENTAN,61006,61200,10.13B,AREA Normandie,48.742111,-0.024293
OPALE CHARCUTERIE (OPALE CHARCUTERIE),OPALE CHARCUTERIE (OPALE CHARCUTERIE),325140127,32514012700029,PME,Agro-Spheres,62,23 RUE VINCENT 62100 CALAIS,62193,62100,10.13B,Agro-Spheres,50.94883,1.886008
OPALE CHARCUTERIE (OPALE CHARCUTERIE),OPALE CHARCUTERIE (OPALE CHARCUTERIE),325140127,32514012700037,PME,Agro-Spheres,62,108 RUE MOLLIEN 62100 CALAIS,62193,62100,10.13B,Agro-Spheres,50.955961,1.865657
OPALE CHARCUTERIE (OPALE CHARCUTERIE),OPALE CHARCUTERIE (OPALE CHARCUTERIE),325140127,32514012700052,PME,Agro-Spheres,62,2 RUE D'ORAN 62100 CALAIS,62193,62100,10.13B,Agro-Spheres,50.945789,1.830805
OPALE CHARCUTERIE (OPALE CHARCUTERIE),OPALE CHARCUTERIE (OPALE CHARCUTERIE),325140127,32514012700060,PME,Agro-Spheres,62,2 RUE DES SYCOMORES 62231 SANGATTE,62774,62231,10.13B,Agro-Spheres,50.955294,1.810654
SARL GERVOIS ET FILS,SARL GERVOIS ET FILS,343043451,34304345100016,PME,Agro-Spheres,62,38 RUE DE L'EGLISE 62140 MARCONNE,62549,62140,10.13B,Agro-Spheres,50.371054,2.051601
SARL GERVOIS ET FILS,SARL GERVOIS ET FILS,343043451,34304345100024,PME,Agro-Spheres,62,ANGLE DE LA RUE DE FRESSIN 7 PLACE D'ARMES 62140 HESDIN,62447,62140,10.13B,Agro-Spheres,50.373051,2.036576
SARL GERVOIS ET FILS,SARL GERVOIS ET FILS,343043451,34304345100032,PME,Agro-Spheres,62,CD 136 CHE DES POISSONNIERS 62140 MARCONNELLE,62550,62140,10.13B,Agro-Spheres,50.370971,2.014801
AU ROI DES GOURMETS,AU ROI DES GOURMETS,414344473,41434447300015,PME,Agro-Spheres,62,71-73 73 RUE DE METZ 62520 LE TOUQUET-PARIS-PLAGE,62826,62520,10.13B,Agro-Spheres,50.523314,1.584977
AU ROI DES GOURMETS,AU ROI DES GOURMETS,414344473,41434447300023,PME,Agro-Spheres,62,77 RUE DE METZ 62520 LE TOUQUET-PARIS-PLAGE,62826,62520,10.13B,Agro-Spheres,50.523221,1.584895
BOUCHERIE CHARCUTERIE TRAITEUR KINGET,BOUCHERIE CHARCUTERIE TRAITEUR KINGET,326650975,32665097500112,PME,Agro-Spheres,62,33 RUE SAINT-AMAND 62520 LE TOUQUET-PARIS-PLAGE,62826,62520,10.13B,Agro-Spheres,50.521823,1.58443
BOUCHERIE CHARCUTERIE TRAITEUR KINGET,BOUCHERIE CHARCUTERIE TRAITEUR KINGET,326650975,32665097500120,PME,Agro-Spheres,62,94 RUE DE METZ 62520 LE TOUQUET PARIS PLAGE,62826,62520,10.13B,Agro-Spheres,,
SARL COURBET PERE ET FILS,SARL COURBET PERE ET FILS,332887439,33288743900013,PME,Agro-Spheres,62,10 RUE D'HAVRINCOURT 62147 HERMIES,62440,62147,10.13B,Agro-Spheres,50.111152,3.03891
ETABLISSEMENT FUMERY,ETABLISSEMENT FUMERY,331928564,33192856400011,PME,Agro-Spheres,62,10 RUE DE LA VIGNETTE 62120 AIRE-SUR-LA-LYS,62014,62120,10.13B,Agro-Spheres,50.639034,2.394981
ALBERT DAUCOURT,ALBERT DAUCOURT,339479834,33947983400014,PME,Agro-Spheres,62,108 ROUTE DE BUCQUOY 62217 ACHICOURT,62004,62217,10.13B,Agro-Spheres,50.274163,2.774636
THILLIEZ PERE ET FILS,THILLIEZ PERE ET FILS,324862432,32486243200014,PME,Agro-Spheres,62,31 RUE ROUGET DE LISLE 62580 VIMY,62861,62580,10.13B,Agro-Spheres,50.371669,2.812531
SYLVIE BONTE (DEBUE),SYLVIE BONTE (DEBUE),433579117,43357911700022,PME,Agro-Spheres,62,437 RUE ELIE GRUYELLE 62110 HENIN-BEAUMONT,62427,62110,10.13B,Agro-Spheres,50.421556,2.954915
TIERSEN TRAITEUR SARL,TIERSEN TRAITEUR SARL,319568705,31956870500010,PME,Agro-Spheres,62,32 PLACE JEAN JAURES 62190 LILLERS,62516,62190,10.13B,Agro-Spheres,50.561648,2.482654
EURL FABIENNE ET JEAN-MARIE,EURL FABIENNE ET JEAN-MARIE,382162899,38216289900019,PME,Agro-Spheres,62,28 RUE JEAN JAURES 62131 VERQUIN,62848,62131,10.13B,Agro-Spheres,50.503412,2.64189
HOT CHICKEN,HOT CHICKEN,390196988,39019698800021,PME,Agro-Spheres,62,ZAC MARCEL DORET RUE COSTES ET BELLONTE 62100 CALAIS,62193,62100,10.13B,Agro-Spheres,50.954846,1.91006
SARL MACRON,SARL MACRON,394186936,39418693600016,PME,Agro-Spheres,62,10 RUE DE BUNEVILLE 62270 SIBIVILLE,62795,62270,10.13B,Agro-Spheres,50.300187,2.326351
MAISON MONTET (FC CREATEUR DE SAVEURS),MAISON MONTET (FC CREATEUR DE SAVEURS),441453313,44145331300013,PME,Agro-Spheres,62,65 RUE D'ARRAS 62500 SAINT-OMER,62765,62500,10.13B,Agro-Spheres,50.745726,2.258314
LA FERME DU BON PORC,LA FERME DU BON PORC,483306775,48330677500014,PME,Agro-Spheres,62,31 RUE DES TROIS HAMEAUX 62240 COURSET,62251,62240,10.13B,Agro-Spheres,50.643752,1.8505
CCJ,CCJ,853971810,85397181000017,PME,Agro-Spheres,62,3214 RUE DE LA LYS 62840 SAILLY-SUR-LA-LYS,62736,62840,10.13B,Agro-Spheres,50.661403,2.797191
DEBRIE,DEBRIE,833147606,83314760600010,PME,Agro-Spheres,62,58 RUE DU GENERAL LECLERC 62390 AUXI-LE-CHATEAU,62060,62390,10.13B,Agro-Spheres,50.229303,2.116083
LA RENOMMEE,LA RENOMMEE,949157317,94915731700015,PME,Agro-Spheres,62,35 T RUE CARNOT 62600 BERCK,62108,62600,10.13B,Agro-Spheres,50.406257,1.564142
VOLAILLE ML (LA PETITE BASSE-COUR),VOLAILLE ML (LA PETITE BASSE-COUR),980643845,98064384500012,PME,Agro-Spheres,62,17 RUE FAIDHERBE 62800 LIEVIN,62510,62800,10.13B,Agro-Spheres,50.419643,2.776868
SARL BOUCHERIE COURBET,SARL BOUCHERIE COURBET,350747028,35074702800016,PME,Agro-Spheres,62,25 RUE DE L'EGLISE 62450 LE TRANSLOY,62829,62450,10.13B,Agro-Spheres,50.058983,2.891784
SARL RIGAUX LEGRIS (BOUCHERIE RIGAUX),SARL RIGAUX LEGRIS (BOUCHERIE RIGAUX),788425130,78842513000028,PME,Agro-Spheres,62,1427 BOULEVARD EDMOND LABRASSE 62780 CUCQ,62261,62780,10.13B,Agro-Spheres,50.480977,1.58844
JEAN CATTIAU,JEAN CATTIAU,353230709,35323070900019,PME,Agro-Spheres,62,19 RUE DE CONDE 62750 LOOS-EN-GOHELLE,62528,62750,10.13B,Agro-Spheres,50.455932,2.791267
PATRICE GESQUIERE,PATRICE GESQUIERE,379405277,37940527700011,PME,Agro-Spheres,62,016-018 16 PLACE DE L'EGLISE 62190 LILLERS,62516,62190,10.13B,Agro-Spheres,50.564621,2.482458
PHILIPPE LEMAIRE,PHILIPPE LEMAIRE,398459867,39845986700030,PME,Agro-Spheres,62,7 RUE DE LA CHAPELLE 62223 ECURIE,62290,62223,10.13B,Agro-Spheres,50.327473,2.765939
LE TRAITEUR DES 2 CAPS,LE TRAITEUR DES 2 CAPS,382663730,38266373000010,PME,Agro-Spheres,62,PLACE DE LA MAIRIE 62179 WISSANT,62899,62179,10.13B,Agro-Spheres,50.885408,1.662116
VANDEVILLE PERE ET FILS,VANDEVILLE PERE ET FILS,383107455,38310745500016,PME,Agro-Spheres,62,36 ROUTE NATIONALE 62127 TINCQUES,62820,62127,10.13B,Agro-Spheres,50.355906,2.479522
OLIVIER DELECROIX,OLIVIER DELECROIX,381812841,38181284100017,PME,Agro-Spheres,62,1 RUE GEORGES CLEMENCEAU 62880 ESTEVELLES,62311,62880,10.13B,Agro-Spheres,50.474085,2.907382
GOURMETS DE L ARTOIS,GOURMETS DE L ARTOIS,393549944,39354994400022,ETI,Agro-Spheres,62,Z I LES PORTES DU NORD 62820 LIBERCOURT,62907,62820,10.13B,Agro-Spheres,50.482583,2.999915
A L'ANDOUILLETTE D'ARRAS,A L'ANDOUILLETTE D'ARRAS,424412781,42441278100017,PME,Agro-Spheres,62,3 RUE DU MARCHE AU FILE 62000 ARRAS,62041,62000,10.13B,Agro-Spheres,50.293014,2.777893
JEAN-LUC LECLERCQ,JEAN-LUC LECLERCQ,438306672,43830667200017,PME,Agro-Spheres,62,11 PLACE AU BOIS 62610 ARDRES,62038,62610,10.13B,Agro-Spheres,50.852825,1.977127
SARL CHARCUTERIE TRAITEUR THOMAS,SARL CHARCUTERIE TRAITEUR THOMAS,433202397,43320239700017,PME,Agro-Spheres,62,25 RUE DE PERONNE 62450 BAPAUME,62080,62450,10.13B,Agro-Spheres,50.102702,2.849628
LA ROTISSERIE DE LA NATION,LA ROTISSERIE DE LA NATION,488224924,48822492400016,PME,Agro-Spheres,62,7 RUE DE L'EGLISE 62270 LIGNY-SUR-CANCHE,62513,62270,10.13B,Agro-Spheres,50.285383,2.257643
NELLY ET ROMAIN,NELLY ET ROMAIN,750585747,75058574700017,PME,Agro-Spheres,62,BLERIOT PLAGE 96 ROUTE DEPARTEMENTALE 940 62231 SANGATTE,62774,62231,10.13B,Agro-Spheres,50.958077,1.821853
BOUCHERIE LECOCQ,BOUCHERIE LECOCQ,807586557,80758655700017,PME,Agro-Spheres,62,35 RUE GEORGES CLEMENCEAU 62143 ANGRES,62032,62143,10.13B,Agro-Spheres,50.408318,2.760497
AU TRADITIONNEL (AU TRADITIONNEL),AU TRADITIONNEL (AU TRADITIONNEL),498243955,49824395500024,PME,Agro-Spheres,62,12 RUE DE CANTERAINE 62130 SAINT-POL-SUR-TERNOISE,62767,62130,10.13B,Agro-Spheres,50.377172,2.333153
AUX SAVEURS D ANTAN,AUX SAVEURS D ANTAN,504674763,50467476300017,PME,Agro-Spheres,62,84 BOULEVARD LOUIS LESAGE 62149 CAMBRIN,62200,62149,10.13B,Agro-Spheres,50.511355,2.739522
JACKY TOUFFLIN,JACKY TOUFFLIN,373100387,37310038700019,PME,Agro-Spheres,62,34 RUE EDOUARD PLACHEZ 62220 CARVIN,62215,62220,10.13B,Agro-Spheres,50.49214,2.956597
BOUCHERIE DO,BOUCHERIE DO,841795586,84179558600012,PME,Agro-Spheres,62,14 RUE ARTHUR LAMENDIN 62160 GRENAY,62386,62160,10.13B,Agro-Spheres,50.449535,2.738286
VINCENT DEQUIDT,VINCENT DEQUIDT,812282614,81228261400021,PME,Agro-Spheres,62,PLACE JULES LERICHE 62380 LUMBRES,62534,62380,10.13B,Agro-Spheres,50.704562,2.123056
MAX LEFEVRE (LA ROTISSERIE DE MAX),MAX LEFEVRE (LA ROTISSERIE DE MAX),980679203,98067920300011,PME,Agro-Spheres,62,10 RUE CASIMIR BEUGNET 62160 BULLY-LES-MINES,62186,62160,10.13B,Agro-Spheres,50.445803,2.720961
CHARCUTERIE TRAITEUR KINO (CHARCUTERIE TRAITEUR KINO),CHARCUTERIE TRAITEUR KINO (CHARCUTERIE TRAITEUR KINO),913702346,91370234600010,PME,Agro-Spheres,62,27 B RUE LEON GAMBETTA 62790 LEFOREST,62497,62790,10.13B,Agro-Spheres,50.43738,3.060854
SAS TESSON-CHALIER (MAISON MALBEC),SAS TESSON-CHALIER (MAISON MALBEC),828168740,82816874000045,PME,ARIA AURA,63,57 RUE BERBIZIALE 63500 ISSOIRE,63178,63500,10.13B,ARIA AURA,45.545504,3.2492
SOCIETE ANONYME SALAISONS G. LASSALAS,SOCIETE ANONYME SALAISONS G. LASSALAS,313552572,31355257200015,PME,ARIA AURA,63,LES QUATRE ROUTES 63210 NEBOUZAT,63248,63210,10.13B,ARIA AURA,45.728369,2.899228
SOCIETE ANONYME SALAISONS G. LASSALAS,SOCIETE ANONYME SALAISONS G. LASSALAS,313552572,31355257200023,PME,ARIA AURA,63,18 RUE D'ALLAGNAT 63000 CLERMONT-FERRAND,63113,63000,10.13B,ARIA AURA,45.774838,3.083678
SOCIETE ANONYME SALAISONS G. LASSALAS,SOCIETE ANONYME SALAISONS G. LASSALAS,313552572,31355257200049,PME,ARIA AURA,63,CTRE COMMERCIAL PLEIN SUD 101 AVENUE JEAN MOULIN 63170 AUBIERE,63014,63170,10.13B,ARIA AURA,45.751027,3.123886
ROUSSEL CIQUARD,ROUSSEL CIQUARD,408213205,40821320500011,PME,ARIA AURA,63,BOULEVARD DU JEU DE PAUME 63270 VIC-LE-COMTE,63457,63270,10.13B,ARIA AURA,45.642529,3.244949
ROUSSEL CIQUARD,ROUSSEL CIQUARD,408213205,40821320500029,PME,ARIA AURA,63,ZAC DU SAUZET 63270 VIC-LE-COMTE,63457,63270,10.13B,ARIA AURA,45.640576,3.249485
ROUSSEL CIQUARD,ROUSSEL CIQUARD,408213205,40821320500037,PME,ARIA AURA,63,2 AVENUE MARECHAL FOCH 63800 COURNON-D'AUVERGNE,63124,63800,10.13B,ARIA AURA,45.731734,3.191201
SARL COTE A COTE,SARL COTE A COTE,523540060,52354006000036,PME,ARIA AURA,63,PERSIGNAT 2 RUE DE LA CROIX DE L'ENCLOS 63260 AUBIAT,63013,63260,10.13B,ARIA AURA,45.97397,3.192831
SARL COTE A COTE,SARL COTE A COTE,523540060,52354006000044,PME,ARIA AURA,63,LE MAS 16 RUE DES GRELETTES 63200 DAVAYAT,63135,63200,10.13B,ARIA AURA,45.952467,3.120819
SALAISONS DU SANCY,SALAISONS DU SANCY,313907172,31390717200016,PME,ARIA AURA,63,RUE DES PRES DE LA VILLE 63610 BESSE-ET-SAINT-ANASTAISE,63038,63610,10.13B,ARIA AURA,45.511327,2.936774
SALAISONS DU SANCY,SALAISONS DU SANCY,313907172,31390717200032,PME,ARIA AURA,63,4 RUE DU MARCHE 63610 BESSE-ET-SAINT-ANASTAISE,63038,63610,10.13B,ARIA AURA,45.511435,2.933258
AU COMTE D'ARVERGNE,AU COMTE D'ARVERGNE,491291878,49129187800016,PME,ARIA AURA,63,DOMAINE DE BUFFEVENT BUFFEVENT 63340 SAINT-GERMAIN-LEMBRON,63352,63340,10.13B,ARIA AURA,45.452209,3.231898
AU COMTE D'ARVERGNE,AU COMTE D'ARVERGNE,491291878,49129187800040,PME,ARIA AURA,63,1 RUE NOTRE DAME 63610 BESSE-ET-SAINT-ANASTAISE,63038,63610,10.13B,ARIA AURA,45.512136,2.933603
LE JOYEUX COCHON,LE JOYEUX COCHON,822418349,82241834900020,PME,ARIA AURA,63,34 RUE JULES VERNE 63100 CLERMONT-FERRAND,63113,63100,10.13B,ARIA AURA,45.784636,3.133164
FERNANDO DA SILVA,FERNANDO DA SILVA,491363792,49136379200020,PME,ARIA AURA,63,PLACE DU HUIT MAI 63540 ROMAGNAT,63307,63540,10.13B,ARIA AURA,45.731147,3.099463
MICHEL FONTBONNE,MICHEL FONTBONNE,302629787,30262978700011,PME,ARIA AURA,63,12 PLACE SAINT-PIERRE 63000 CLERMONT-FERRAND,63113,63000,10.13B,ARIA AURA,45.779382,3.083326
JEAN PETIT,JEAN PETIT,383467727,38346772700012,PME,ARIA AURA,63,35 RUE JOSEPH CLAUSSAT 63290 PUY-GUILLAUME,63291,63290,10.13B,ARIA AURA,45.959979,3.472811
SARL AUGER (SARL AUGER),SARL AUGER (SARL AUGER),441585361,44158536100021,PME,ARIA AURA,63,5 RUE DU TERRAIL 63490 SAUXILLANGES,63415,63490,10.13B,ARIA AURA,45.551076,3.371611
ERIC TRAITEUR,ERIC TRAITEUR,819890526,81989052600018,PME,ARIA AURA,63,29 RUE JEAN JAURES 63360 GERZAT,63164,63360,10.13B,ARIA AURA,45.823401,3.145535
MICHEL CIERGE,MICHEL CIERGE,881702302,88170230200012,PME,ARIA AURA,63,2 RUE DU SABOTIER 63190 SEYCHALLES,63420,63190,10.13B,ARIA AURA,45.803695,3.338615
ROCHETTE SARL,ROCHETTE SARL,325942498,32594249800016,PME,ARIA AURA,63,7 RUE HIPPOLYTE GOMOT 63200 RIOM,63300,63200,10.13B,ARIA AURA,45.892934,3.112857
BOUNCHANH PAKDIMOUNIVONG,BOUNCHANH PAKDIMOUNIVONG,332316546,33231654600065,PME,ARIA AURA,63,BT A APP 14 53 RUE DU TEMPLE 63100 CLERMONT-FERRAND,63113,63100,10.13B,ARIA AURA,45.793139,3.116226
THOURIN FRERES,THOURIN FRERES,434704656,43470465600017,PME,ARIA AURA,63,13 PLACE DU LEMBRON 63340 SAINT-GERMAIN-LEMBRON,63352,63340,10.13B,ARIA AURA,45.459179,3.238819
GERVAIS,GERVAIS,533129326,53312932600021,PME,ARIA AURA,63,34 RUE DE LA ROCHELLE 63370 LEMPDES,63193,63370,10.13B,ARIA AURA,45.78005,3.200718
SYLVIANE LAO (KHENG),SYLVIANE LAO (KHENG),328315734,32831573400025,PME,ARIA AURA,63,14 LOT LES CERISIERS AVENUE DE LA REPUBLIQUE 63118 CEBAZAT,63063,63118,10.13B,ARIA AURA,45.823235,3.106023
ALAIN ROCHETTE,ALAIN ROCHETTE,840470785,84047078500014,PME,ARIA AURA,63,21 AVENUE GENERAL DE GAULLE 63140 CHATEL-GUYON,63103,63140,10.13B,ARIA AURA,45.923897,3.066088
ETABLISSEMENT BIGNALET,ETABLISSEMENT BIGNALET,340409796,34040979600034,PME,AREA Nouvelle Aquitaine,64,29 RUE DU VIADUC 64300 ORTHEZ,64430,64300,10.13B,AREA Nouvelle Aquitaine,43.48762,-0.778909
ETABLISSEMENT BIGNALET,ETABLISSEMENT BIGNALET,340409796,34040979600075,PME,AREA Nouvelle Aquitaine,64,CHEMIN DE LESPERANCE 64270 BELLOCQ,64108,64270,10.13B,AREA Nouvelle Aquitaine,43.508452,-0.918487
CHARCUTERIE AUBARD SARL,CHARCUTERIE AUBARD SARL,304926488,30492648800012,PME,AREA Nouvelle Aquitaine,64,43 BOULEVARD ALSACE-LORRAINE 64100 BAYONNE,64102,64100,10.13B,AREA Nouvelle Aquitaine,43.492985,-1.465703
CHARCUTERIE AUBARD SARL,CHARCUTERIE AUBARD SARL,304926488,30492648800038,PME,AREA Nouvelle Aquitaine,64,3 RUE LUIS MARIANO 64200 BIARRITZ,64122,64200,10.13B,AREA Nouvelle Aquitaine,43.459496,-1.541624
CHARCUTERIE AUBARD SARL,CHARCUTERIE AUBARD SARL,304926488,30492648800053,PME,AREA Nouvelle Aquitaine,64,18 RUE POISSONNERIE 64100 BAYONNE,64102,64100,10.13B,AREA Nouvelle Aquitaine,43.489737,-1.475522
CHARCUTERIE AUBARD SARL,CHARCUTERIE AUBARD SARL,304926488,30492648800061,PME,AREA Nouvelle Aquitaine,64,80 AV CPT RESPLANDY 64100 BAYONNE,64102,64100,10.13B,AREA Nouvelle Aquitaine,43.483823,-1.451364
SOC D'EXPLOITATION PASCAL MASSONDE,SOC D'EXPLOITATION PASCAL MASSONDE,353801079,35380107900016,PME,AREA Nouvelle Aquitaine,64,124 CHEMIN D'APUMAI 64250 SOURAIDE,64527,64250,10.13B,AREA Nouvelle Aquitaine,43.342821,-1.473951
SOC D'EXPLOITATION PASCAL MASSONDE,SOC D'EXPLOITATION PASCAL MASSONDE,353801079,35380107900040,PME,AREA Nouvelle Aquitaine,64,BOULEVARD VICTOR HUGO 64500 SAINT-JEAN-DE-LUZ,64483,64500,10.13B,AREA Nouvelle Aquitaine,43.388299,-1.659555
SOC D'EXPLOITATION PASCAL MASSONDE,SOC D'EXPLOITATION PASCAL MASSONDE,353801079,35380107900099,PME,AREA Nouvelle Aquitaine,64,350 KARRIKA NAGUSIA 64250 ESPELETTE,64213,64250,10.13B,AREA Nouvelle Aquitaine,43.340614,-1.448254
SOC D'EXPLOITATION PASCAL MASSONDE,SOC D'EXPLOITATION PASCAL MASSONDE,353801079,35380107900107,PME,AREA Nouvelle Aquitaine,64,40 RUE GAMBETTA 64500 SAINT-JEAN-DE-LUZ,64483,64500,10.13B,AREA Nouvelle Aquitaine,43.38851,-1.661423
ARDITEGIA (SEBASTIEN ZOZAYA),ARDITEGIA (SEBASTIEN ZOZAYA),750430860,75043086000015,PME,AREA Nouvelle Aquitaine,64,16 RUE DE LA BERGERIE 64200 BIARRITZ,64122,64200,10.13B,AREA Nouvelle Aquitaine,43.486051,-1.551071
ARDITEGIA (SEBASTIEN ZOZAYA),ARDITEGIA (SEBASTIEN ZOZAYA),750430860,75043086000031,PME,AREA Nouvelle Aquitaine,64,2 RUE DE PITOYS 64600 ANGLET,64024,64600,10.13B,AREA Nouvelle Aquitaine,43.464192,-1.502835
ARDITEGIA (SEBASTIEN ZOZAYA),ARDITEGIA (SEBASTIEN ZOZAYA),750430860,75043086000049,PME,AREA Nouvelle Aquitaine,64,17 RUE POISSONNERIE 64100 BAYONNE,64102,64100,10.13B,AREA Nouvelle Aquitaine,43.489671,-1.476108
ARDITEGIA (SEBASTIEN ZOZAYA),ARDITEGIA (SEBASTIEN ZOZAYA),750430860,75043086000056,PME,AREA Nouvelle Aquitaine,64,3 PLACE DE LA CHAPELLE 64600 ANGLET,64024,64600,10.13B,AREA Nouvelle Aquitaine,43.496649,-1.538687
LAGUILHON SA,LAGUILHON SA,307107037,30710703700029,PME,AREA Nouvelle Aquitaine,64,ROUTE DES GROTTES 64800 LESTELLE-BETHARRAM,64339,64800,10.13B,AREA Nouvelle Aquitaine,43.111277,-0.19545
LAGUILHON SA,LAGUILHON SA,307107037,30710703700037,PME,AREA Nouvelle Aquitaine,64,ROND-POINT MONPLAISIR 177 RUE DES PYRENEES 64800 BENEJACQ,64109,64800,10.13B,AREA Nouvelle Aquitaine,43.185012,-0.238976
LAGUILHON SA,LAGUILHON SA,307107037,30710703700060,PME,AREA Nouvelle Aquitaine,64,1 RUE DE LA REPUBLIQUE 64000 PAU,64445,64000,10.13B,AREA Nouvelle Aquitaine,43.299084,-0.368463
BAPTISTE BORDENAVE LAGAU (BORDENAVE LAGAU),BAPTISTE BORDENAVE LAGAU (BORDENAVE LAGAU),529302291,52930229100016,PME,AREA Nouvelle Aquitaine,64,50 RUE DES PYRENEES 64800 BENEJACQ,64109,64800,10.13B,AREA Nouvelle Aquitaine,43.191227,-0.215563
BAPTISTE BORDENAVE LAGAU (BORDENAVE LAGAU),BAPTISTE BORDENAVE LAGAU (BORDENAVE LAGAU),529302291,52930229100024,PME,AREA Nouvelle Aquitaine,64,PAS DES HALLES 64000 PAU,64445,64000,10.13B,AREA Nouvelle Aquitaine,43.304367,-0.330543
BAPTISTE BORDENAVE LAGAU (BORDENAVE LAGAU),BAPTISTE BORDENAVE LAGAU (BORDENAVE LAGAU),529302291,52930229100032,PME,AREA Nouvelle Aquitaine,64,HALLES DE NAY 64800 NAY,64417,64800,10.13B,AREA Nouvelle Aquitaine,43.179171,-0.256731
POUTS,POUTS,487664138,48766413800020,PME,AREA Nouvelle Aquitaine,64,HALLES 64800 NAY,64417,64800,10.13B,AREA Nouvelle Aquitaine,43.179171,-0.256731
POUTS,POUTS,487664138,48766413800046,PME,AREA Nouvelle Aquitaine,64,48 AVENUE DE LA GARE 64800 COARRAZE,64191,64800,10.13B,AREA Nouvelle Aquitaine,43.181639,-0.243389
CHARCUTERIE CARLIER,CHARCUTERIE CARLIER,819878844,81987884400029,PME,AREA Nouvelle Aquitaine,64,8 RUE DES HALLES 64200 BIARRITZ,64122,64200,10.13B,AREA Nouvelle Aquitaine,43.480826,-1.562135
CHARCUTERIE CARLIER,CHARCUTERIE CARLIER,819878844,81987884400037,PME,AREA Nouvelle Aquitaine,64,RTE NATIONALE 10 LIEUDIT LE PLATEAU 64210 BIDART,64125,64210,10.13B,AREA Nouvelle Aquitaine,43.437692,-1.578741
CHARCUTERIE CARLIER,CHARCUTERIE CARLIER,819878844,81987884400045,PME,AREA Nouvelle Aquitaine,64,10 LIEUDIT LE PLATEAU BIDART 64210 BIDART,64125,64210,10.13B,AREA Nouvelle Aquitaine,43.444918,-1.583751
HOURCQ,HOURCQ,323945899,32394589900017,PME,AREA Nouvelle Aquitaine,64,2 RUE DU PIC DU MIDI 64800 IGON,64270,64800,10.13B,AREA Nouvelle Aquitaine,43.165515,-0.233132
HOURCQ,HOURCQ,323945899,32394589900033,PME,AREA Nouvelle Aquitaine,64,HALLES 64800 NAY,64417,64800,10.13B,AREA Nouvelle Aquitaine,43.179171,-0.256731
HOURCQ,HOURCQ,323945899,32394589900058,PME,AREA Nouvelle Aquitaine,64,72 AVENUE DU PIC DU MIDI 64800 IGON,64270,64800,10.13B,AREA Nouvelle Aquitaine,43.152125,-0.225422
CLAUDE MILLET,CLAUDE MILLET,517670170,51767017000011,PME,AREA Nouvelle Aquitaine,64,2 IMPASSE DES BRUYERES 64800 BENEJACQ,64109,64800,10.13B,AREA Nouvelle Aquitaine,43.184158,-0.203975
CLAUDE MILLET,CLAUDE MILLET,517670170,51767017000029,PME,AREA Nouvelle Aquitaine,64,17 CHEMIN DES CANTANES 64800 BENEJACQ,64109,64800,10.13B,AREA Nouvelle Aquitaine,43.186769,-0.227193
CLAUDE MILLET,CLAUDE MILLET,517670170,51767017000037,PME,AREA Nouvelle Aquitaine,64,HALLES DE NAY PLACE DE LA REPUBLIQUE 64800 NAY,64417,64800,10.13B,AREA Nouvelle Aquitaine,43.179826,-0.262122
