nom_entreprise_aria,nom_api,siren,siret,categorie_entreprise,syndicat_regional,code_dept,adresse,commune,code_postal,naf,aria_region,latitude,longitude
DESIRS DU PALAIS (DESIRS DU PALAIS),DESIRS DU PALAIS (DESIRS DU PALAIS),478750656,47875065600017,PME,Non rattaché,971,53 CHEMIN DES PETITES ABYMES RUE LEONIE MELAS 97110 POINTE-A-PITRE,97120,97110,10.52Z,Non rattaché,16.239125,-61.530868
SARAH CARBON (CHAVILLE),SARAH CARBON (CHAVILLE),752045781,75204578100016,PME,Non rattaché,971,PLAGE DE MALENDURE 97125 BOUILLANTE,97106,97125,10.52Z,Non rattaché,16.176246,-61.779882
MONIA SAINT-JULIEN (LOISEAU),MONIA SAINT-JULIEN (LOISEAU),804052686,80405268600032,PME,Non rattaché,971,MARIGOT 97119 VIEUX-HABITANTS,97134,97119,10.52Z,Non rattaché,16.086615,-61.765694
PASCAL MORONVAL,PASCAL MORONVAL,752477661,75247766100017,PME,Non rattaché,971,LA BAIE 97160 LE MOULE,97117,97160,10.52Z,Non rattaché,16.332435,-61.364811
F.DELICE (F.D),F.DELICE (F.D),820446862,82044686200022,PME,Non rattaché,971,5 RUE DES ECOLES 97128 GOYAVE,97114,97128,10.52Z,Non rattaché,16.133351,-61.576232
MILLE ET UNE GLACES,MILLE ET UNE GLACES,841005374,84100537400019,PME,Non rattaché,971,MAISON DAVID 44 ALLEE DES ACACIAS 97123 BAILLIF,97104,97123,10.52Z,Non rattaché,16.016965,-61.738045
SASU JELIE POPS,SASU JELIE POPS,853929172,85392917200015,PME,Non rattaché,971,COURS FORBIN CARENAGE 97139 LES ABYMES,97101,97139,10.52Z,Non rattaché,16.229559,-61.528095
GELATO NOCE DI COCO,GELATO NOCE DI COCO,877535740,87753574000014,PME,Non rattaché,971,DEVANTURE HYPER CASINO AV DE L'EUROPE 97118 SAINT-FRANCOIS,97125,97118,10.52Z,Non rattaché,16.253046,-61.266795
ZOE,ZOE,879223345,87922334500015,PME,Non rattaché,971,LEONIE MELASSE 53 CHEMIN DES PETITES ABYMES 97110 POINTE-A-PITRE,97120,97110,10.52Z,Non rattaché,16.239135,-61.5308
RM2 (RM2),RM2 (RM2),918916594,91891659400016,PME,Non rattaché,971,DUBEDOU 97118 SAINT-FRANCOIS,97125,97118,10.52Z,Non rattaché,16.294734,-61.288796
POZ'PARADIS (POZ'PARADIS),POZ'PARADIS (POZ'PARADIS),913888673,91388867300013,PME,Non rattaché,971,21 B BOULEVARD ARMAND HANNE 97110 POINTE-A-PITRE,97120,97110,10.52Z,Non rattaché,16.240742,-61.534615
FYB,FYB,814314670,81431467000021,PME,Non rattaché,971,RUE LEONIE MELASSE POINTE A PITRE 53 CHEMIN DES PETITES ABYMES 97110 POINTE-A-PITRE,97120,97110,10.52Z,Non rattaché,16.239135,-61.5308
D'LICES STORE,D'LICES STORE,908781388,90878138800016,PME,Non rattaché,971,14 MONTAUBAN 97190 LE GOSIER,97113,97190,10.52Z,Non rattaché,16.208981,-61.498574
KARISSIMA CAFE,KARISSIMA CAFE,823256508,82325650800016,PME,Non rattaché,971,11 PLACE DE LA VICTOIRE 97110 POINTE-A-PITRE,97120,97110,10.52Z,Non rattaché,16.237349,-61.533397
CARAIBEEN INDUSTRIE (AFRODIZ SORBETS),CARAIBEEN INDUSTRIE (AFRODIZ SORBETS),833169683,83316968300012,PME,Non rattaché,971,MAISON MADACHON MORNE DORUS 97190 LE GOSIER,97113,97190,10.52Z,Non rattaché,16.234468,-61.506328
AUGUSTA 3L (FABIENNE YOUYOUTTE),AUGUSTA 3L (FABIENNE YOUYOUTTE),843095746,84309574600015,PME,Non rattaché,971,SECTION BEAURENOM 97112 GRAND-BOURG,97112,97112,10.52Z,Non rattaché,15.883889,-61.309287
SARL L' ABAE,SARL L' ABAE,849997671,84999767100011,PME,Non rattaché,971,4 GALERIE DU PORT LA MARINA 97118 SAINT-FRANCOIS,97125,97118,10.52Z,Non rattaché,16.272971,-61.28116
MARIO LAFAGES (GLACES GUADELOUPEENNES +),MARIO LAFAGES (GLACES GUADELOUPEENNES +),850463258,85046325800044,PME,Non rattaché,971,SALLE D'ASILE 97139 LES ABYMES,97101,97139,10.52Z,Non rattaché,16.259473,-61.505532
PILLAH GAETE (PILLAH GAETE),PILLAH GAETE (PILLAH GAETE),947928651,94792865100019,PME,Non rattaché,971,MORNE VERGAIN 97139 LES ABYMES,97101,97139,10.52Z,Non rattaché,16.255196,-61.524506
SOWBELLA,SOWBELLA,948286281,94828628100019,PME,Non rattaché,971,CAMBOURG 97180 SAINTE-ANNE,97128,97180,10.52Z,Non rattaché,16.278403,-61.4166
CHEZ MONIA,CHEZ MONIA,330827239,33082723900014,PME,Non rattaché,971,4 RUE VICTOR HUGUES 97110 POINTE-A-PITRE,97120,97110,10.52Z,Non rattaché,16.238146,-61.535293
FABRICE MONRAZEL,FABRICE MONRAZEL,349921619,34992161900020,PME,Non rattaché,971,TERRE DE HAUT RUE JEAN CALOT 97137 TERRE-DE-HAUT,97131,97137,10.52Z,Non rattaché,15.870553,-61.582373
EVELYNE FEBRISSY (FEBRISSY),EVELYNE FEBRISSY (FEBRISSY),390542231,39054223100043,PME,Non rattaché,971,RUE DE BATAVIA 97141 VIEUX-FORT,97133,97141,10.52Z,Non rattaché,15.950626,-61.6872
FRANCIS NICOLEAU,FRANCIS NICOLEAU,418276093,41827609300014,PME,Non rattaché,971,HAM SECTION BLANCHARD 97140 CAPESTERRE-DE-MARIE-GALANTE,97108,97140,10.52Z,Non rattaché,15.884639,-61.23374
JEAN MORVANY,JEAN MORVANY,443188826,44318882600012,PME,Non rattaché,971,22 RUE DE LA MARINE 97140 CAPESTERRE-DE-MARIE-GALANTE,97108,97140,10.52Z,Non rattaché,15.890438,-61.221821
PHILGELATO,PHILGELATO,491091674,49109167400029,PME,Non rattaché,971,5 GALERIE DU PORT MARINA 97118 SAINT-FRANCOIS,97125,97118,10.52Z,Non rattaché,16.272971,-61.28116
TROPICAL GELATO,TROPICAL GELATO,483996781,48399678100017,PME,Non rattaché,971,3 SQ DU MONUMENT AUX MORTS 97110 POINTE-A-PITRE,97120,97110,10.52Z,Non rattaché,46.4633385,-0.8037016
MARIE NISE RATHAR (DUPUITS),MARIE NISE RATHAR (DUPUITS),534664438,53466443800015,PME,Non rattaché,971,TERRAIN RATHAR ROUSSEAU 97111 MORNE A L EAU,97116,97111,10.52Z,Non rattaché,16.333952,-61.465434
CHAGA GLACE,CHAGA GLACE,533098331,53309833100010,PME,Non rattaché,971,GRANDE RIVIERE 97119 VIEUX HABITANTS,97134,97119,10.52Z,Non rattaché,16.056476,-61.750869
SYLVIA DECOUBA,SYLVIA DECOUBA,527783120,52778312000019,PME,Non rattaché,971,RUE JACQUES NESTOR 97117 PORT-LOUIS,97122,97117,10.52Z,Non rattaché,16.42091,-61.532467
L'ARTISAN GLACIER DES GALERIES (KARISSIMA JARRY),L'ARTISAN GLACIER DES GALERIES (KARISSIMA JARRY),801504028,80150402800011,PME,Non rattaché,971,C7 CC GALERIES DE HOUELBOURG HOUELBOURG 97122 BAIE-MAHAULT,97103,97122,10.52Z,Non rattaché,16.239861,-61.571004
ASA GLACES,ASA GLACES,907663090,90766309000013,PME,Non rattaché,971,11 RUE LAUREAL RUE DE LAUREAL 97160 LE MOULE,97117,97160,10.52Z,Non rattaché,16.328951,-61.3329
QUENTIN RAILLON (FLEUR DE GLACE),QUENTIN RAILLON (FLEUR DE GLACE),904643848,90464384800016,PME,Non rattaché,971,BIEN DESIRE 97118 SAINT-FRANCOIS,97125,97118,10.52Z,Non rattaché,16.269679,-61.30461
DESIRS DU PALAIS,DESIRS DU PALAIS,508949880,50894988000019,PME,Non rattaché,971,LEONIE MELASSE 53 CHE DES PETITES ABYMES 97139 LES ABYMES,97101,97139,10.52Z,Non rattaché,16.239191,-61.526959
SERGE MERCURY,SERGE MERCURY,515386431,51538643100016,PME,Non rattaché,971,VILLAGE BELLEVUE ELIZA 10 VGE BELLEVUE ELIZA A SEZE 97118 SAINT-FRANCOIS,97125,97118,10.52Z,Non rattaché,16.253205,-61.285339
THOMASSINE VIARDOT (CHANDLER),THOMASSINE VIARDOT (CHANDLER),500039953,50003995300012,PME,Non rattaché,971,BOULEVARD LE VASSORT 97160 LE MOULE,97117,97160,10.52Z,Non rattaché,16.335757,-61.362366
SARL AN BIK LA,SARL AN BIK LA,513271072,51327107200011,PME,Non rattaché,971,CTRE CCIAL DE BELLEVUE 97170 PETIT-BOURG,97118,97170,10.52Z,Non rattaché,16.196853,-61.593557
ROMERO DOROTHEE,ROMERO DOROTHEE,514115922,51411592200023,PME,Non rattaché,971,7 RUE PAULIN CHIPOTEL 97180 SAINTE-ANNE,97128,97180,10.52Z,Non rattaché,16.228567,-61.380514
GWADITA SARL (GWADITA),GWADITA SARL (GWADITA),829520220,82952022000023,PME,Non rattaché,971,4 RUE DE L'EGALITE 97118 SAINT-FRANCOIS,97125,97118,10.52Z,Non rattaché,16.252421,-61.275134
DELUGE GLACE,DELUGE GLACE,852044536,85204453600013,PME,Non rattaché,971,FONDS CACAO MAISON HERY RUE DE CACOVILLE 97130 CAPESTERRE-BELLE-EAU,97107,97130,10.52Z,Non rattaché,16.037712,-61.589417
FAB FID (FABIENNE YOUYOUTTE) (FAB FID),FAB FID (FABIENNE YOUYOUTTE) (FAB FID),820992238,82099223800015,PME,Non rattaché,971,11 RUE BASTARAUD 97180 SAINTE-ANNE,97128,97180,10.52Z,Non rattaché,16.277015,-61.339845
LENA GENDREY (LIENA'S DOUCEURS CREOLE),LENA GENDREY (LIENA'S DOUCEURS CREOLE),810649343,81064934300011,PME,Non rattaché,971,RUE TONNELLE 97139 LES ABYMES,97101,97139,10.52Z,Non rattaché,16.233058,-61.514104
SARL FAMILIALE GLACE AN NOU (SARLF GLACE AN NOU),SARL FAMILIALE GLACE AN NOU (SARLF GLACE AN NOU),809017825,80901782500013,PME,Non rattaché,971,MONNIER 97129 LAMENTIN,97115,97129,10.52Z,Non rattaché,16.250086,-61.646192
NICAISE THIMOTTE (LES DELICES DE GWADA),NICAISE THIMOTTE (LES DELICES DE GWADA),851165480,85116548000019,PME,Non rattaché,971,CHE LE PRINCE DESHAUTEURS 97180 SAINTE-ANNE,97128,97180,10.52Z,Non rattaché,16.24869,-61.380504
D'LYSS PIZZA (D'LYSS PIZZA),D'LYSS PIZZA (D'LYSS PIZZA),851638668,85163866800026,PME,Non rattaché,971,POINT COMMERCIAL DE RIGAUD 25 RUE DU CIMETIERE 97111 MORNE-A-L'EAU,97116,97111,10.52Z,Non rattaché,16.329221,-61.461188
SAS REGALETTO (REGALETTO),SAS REGALETTO (REGALETTO),843459264,84345926400019,PME,Non rattaché,971,1 VILLAGE DE LA POINTE DES CHATEAUX RESIDENCE KARUKERA 97118 SAINT-FRANCOIS,97125,97118,10.52Z,Non rattaché,16.253746,-61.209803
POZ PRODUCTION,POZ PRODUCTION,913464780,91346478000018,PME,Non rattaché,971,CHE DE LA RATE 97126 DESHAIES,97111,97126,10.52Z,Non rattaché,16.333308,-61.774779
CHRISTELLE HATIL (LES SAVEURS DE LA CRIQUE),CHRISTELLE HATIL (LES SAVEURS DE LA CRIQUE),914561774,91456177400011,PME,Non rattaché,971,PLAGE DE MALENDURE 97125 BOUILLANTE,97106,97125,10.52Z,Non rattaché,16.176246,-61.779882
PAIRE D'ICE (PAIRE D'ICE),PAIRE D'ICE (PAIRE D'ICE),918867458,91886745800013,PME,Non rattaché,971,DUBEDOU 97118 SAINT-FRANCOIS,97125,97118,10.52Z,Non rattaché,16.294734,-61.288796
POZ'GLACEE,POZ'GLACEE,919255661,91925566100010,PME,Non rattaché,971,4 ZAC DE DAMENCOURT 97160 LE MOULE,97117,97160,10.52Z,Non rattaché,16.330128,-61.355568
SALVIJA LINARTAVICIUTE (GELATERIA SALVIJA),SALVIJA LINARTAVICIUTE (GELATERIA SALVIJA),949905889,94990588900018,PME,Non rattaché,971,CHE DE DAVIDSON DUZER 97115 SAINTE-ROSE,97129,97115,10.52Z,Non rattaché,16.345044,-61.731112
MAG DEL'ICE,MAG DEL'ICE,953887536,95388753600019,PME,Non rattaché,971,11 CENTRE COMMERCIAL DESTRELAND 97122 BAIE-MAHAULT,97103,97122,10.52Z,Non rattaché,16.262329,-61.587846
NATHALIE CABRERA (LES SAVEURS DU SORBET),NATHALIE CABRERA (LES SAVEURS DU SORBET),980044176,98004417600017,PME,Non rattaché,971,PORTE 52C RESIDENCE LES PALMIERS 97115 SAINTE-ROSE,97129,97115,10.52Z,Non rattaché,16.327677,-61.689305
YOGURT FWI (YOGURT FWI) (YOGURT FWI),YOGURT FWI (YOGURT FWI) (YOGURT FWI),980954390,98095439000012,PME,Non rattaché,971,ZONE ARTISANALE LOT 15 PETIT PEROU 97139 LES ABYMES,97101,97139,10.52Z,Non rattaché,16.252253,-61.510674
FRAIC ILES FABRI  ATISAN GLACE SORBET,FRAIC ILES FABRI  ATISAN GLACE SORBET,483717732,48371773200018,PME,AMPI,972,36 AVENUE EMILE MAURICE 97233 SCHŒLCHER,97229,97233,10.52Z,AMPI,14.615162,-61.088177
FRAIC ILES FABRI  ATISAN GLACE SORBET,FRAIC ILES FABRI  ATISAN GLACE SORBET,483717732,48371773200026,PME,AMPI,972,12 PATIO DE CLUNY 97233 SCHOELCHER,97229,97233,10.52Z,AMPI,14.618452,-61.082595
KARIPROD,KARIPROD,823309471,82330947100022,PME,AMPI,972,78 CENTRE COMMERCIAL LASSALLE 97230 SAINTE-MARIE,97228,97230,10.52Z,AMPI,14.782134,-60.993636
CITRON BASILIC,CITRON BASILIC,953049152,95304915200010,PME,AMPI,972,63 TIVOLI MORNE LAURENT 97234 FORT-DE-FRANCE,97209,97234,10.52Z,AMPI,14.646065,-61.075368
CITRON BASILIC,CITRON BASILIC,953049152,95304915200028,PME,AMPI,972,POTERIE 97229 LES TROIS-ILETS,97231,97229,10.52Z,AMPI,14.514966,-61.013623
ARHUM GLACE,ARHUM GLACE,878741693,87874169300013,PME,AMPI,972,RUE QUARTIER DE LA  GALERE 97250 SAINT-PIERRE,97225,97250,10.52Z,AMPI,14.753265,-61.181554
ARHUM GLACE,ARHUM GLACE,878741693,87874169300021,PME,AMPI,972,71 RUE VICTOR HUGO 97250 SAINT-PIERRE,97225,97250,10.52Z,AMPI,14.740266,-61.176002
SOCIETE NOUVELLE SOPROGLACES (SN SOPROGLACES),SOCIETE NOUVELLE SOPROGLACES (SN SOPROGLACES),509185609,50918560900013,ETI,AMPI,972,ZI LA LEZARDE 97232 LE LAMENTIN,97213,97232,10.52Z,AMPI,14.607392,-61.006632
CLAUDE ZIOUKA,CLAUDE ZIOUKA,428126692,42812669200014,PME,AMPI,972,BOURG FACE A LA PLACE 97221 CARBET,97204,97221,10.52Z,AMPI,14.710927,-61.1646
JEAN-MICHEL NEMEL,JEAN-MICHEL NEMEL,414724518,41472451800033,PME,AMPI,972,RUE DUFRESNE SIMEON 97224 DUCOS,97207,97224,10.52Z,AMPI,14.575882,-60.9744
DAME SORBET,DAME SORBET,492712450,49271245000013,PME,AMPI,972,MORNE FIGUES 97220 LA TRINITE,97230,97220,10.52Z,AMPI,14.751644,-60.971774
SIMONNE MIRANDE (DELICE DES CAPS GLACES BO KAY),SIMONNE MIRANDE (DELICE DES CAPS GLACES BO KAY),799682133,79968213300019,PME,AMPI,972,RTE DE CAP CHEVALIER CREVE COEUR 97227 SAINTE-ANNE,97226,97227,10.52Z,AMPI,14.455387,-60.844947
SARL ICE CREAM AND MORE,SARL ICE CREAM AND MORE,791595234,79159523400026,PME,AMPI,972,CHEZ BURO CLUB IMM AVANTAGE 11 RUE DES ARTS ET METIERS 97200 FORT-DE-FRANCE,97209,97200,10.52Z,AMPI,14.605009,-61.043499
O PLAISIR DES GLACES,O PLAISIR DES GLACES,802993428,80299342800019,PME,AMPI,972,MARINA DE LA POINTE DU BOUT RUE DU CHACHA 97229 LES TROIS-ILETS,97231,97229,10.52Z,AMPI,14.556824,-61.051489
BISOUS GLACES,BISOUS GLACES,831406830,83140683000016,PME,AMPI,972,ZAC DE CHATEAUBOEUF 14 RUE DE LA RIVIERE 97200 FORT-DE-FRANCE,97209,97200,10.52Z,AMPI,14.621233,-61.036419
ICE I BON,ICE I BON,914595608,91459560800029,PME,AMPI,972,CITE DILLON 570 AVENUE VICTOR CORIDUN 97200 FORT-DE-FRANCE,97209,97200,10.52Z,AMPI,14.608517,-61.046697
ZAROMES,ZAROMES,830296646,83029664600029,PME,AMPI,972,ZAC TAUPINIERE TAUPINIERE 97223 LE DIAMANT,97206,97223,10.52Z,AMPI,14.483014,-60.992632
LE FRISSON SUCRE (LE FRISSON SUCRE),LE FRISSON SUCRE (LE FRISSON SUCRE),823274022,82327402200024,PME,AMPI,972,75 RUE JUSTIN ROC 97223 LE DIAMANT,97206,97223,10.52Z,AMPI,14.480289,-61.024075
MARLENE GLACES,MARLENE GLACES,979302841,97930284100015,PME,AMPI,972,RUE DU CAMPECHIER 97232 LE LAMENTIN,97213,97232,10.52Z,AMPI,14.60914,-61.002764
DS GLACE,DS GLACE,751854548,75185454800029,PME,AMPI,972,N0 7 CITE EUCALYPTUS 97240 FRANCOIS,97210,97240,10.52Z,AMPI,14.616577,-60.905462
GLACERIES DE MARTINIQUE,GLACERIES DE MARTINIQUE,909730939,90973093900016,PME,AMPI,972,RUE VINCENT ALLEGRE 97231 LE ROBERT,97222,97231,10.52Z,AMPI,14.678795,-60.939989
LE COMPTOIR DES DELICES (LE COMPTOIR DES DELICES),LE COMPTOIR DES DELICES (LE COMPTOIR DES DELICES),830986790,83098679000020,PME,AMPI,972,182 LOT SAINT-GEORGES 97233 SCHOELCHER,97229,97233,10.52Z,AMPI,14.606421,-61.093671
HELENE LEQUESNE GLACIER,HELENE LEQUESNE GLACIER,409567294,40956729400015,PME,AMPI,972,47 RUE VICTOR HUGO 97200 FORT-DE-FRANCE,97209,97200,10.52Z,AMPI,14.603882,-61.070251
DISTRI FROID CHAUD (DFC),DISTRI FROID CHAUD (DFC),410316533,41031653300018,PME,AMPI,972,CHEZ TRAVAILLEUR PIERRE RUE VICTOR HUGO 97218 MACOUBA,97215,97218,10.52Z,AMPI,14.875174,-61.144472
SAS F.B-SENSATION (SAS FRUITY BOULES),SAS F.B-SENSATION (SAS FRUITY BOULES),827582560,82758256000013,PME,AMPI,972,QUARTIER POINTE LYNCH 3 ROUTE DE POINTE FORT 97231 LE ROBERT,97222,97231,10.52Z,AMPI,14.684693,-60.92992
GERVAIS JEAN-PHILIPPE,GERVAIS JEAN-PHILIPPE,303188155,30318815500012,PME,AMPI,972,11 RUE DE LA LIBERATION 97230 SAINTE-MARIE,97228,97230,10.52Z,AMPI,14.784011,-60.99242
FRAICHEURS PEYI (FRAICHEURS PEYI),FRAICHEURS PEYI (FRAICHEURS PEYI),948480876,94848087600010,PME,AMPI,972,QUARTIER PETIT PEROU 97280 LE VAUCLIN,97232,97280,10.52Z,AMPI,14.517957,-60.860292
MICKAELLE JOACHIM (BRENA),MICKAELLE JOACHIM (BRENA),503005373,50300537300017,PME,AMPI,972,PLACE DE L EX HOPITAL ROUTE DU STADE 97214 LE LORRAIN,97214,97214,10.52Z,AMPI,14.835098,-61.06053
LE PATISSIER D'EXCELLENCE GLACE,LE PATISSIER D'EXCELLENCE GLACE,507867919,50786791900015,PME,AMPI,972,BOURG 12 RUE DES ECOLES 97232 LE LAMENTIN,97213,97232,10.52Z,AMPI,14.617508,-60.998388
VERONQUE VOISIN,VERONQUE VOISIN,481418382,48141838200018,PME,AMPI,972,GRANDE SAVANE 97216 L'AJOUPA-BOUILLON,97201,97216,10.52Z,AMPI,14.814567,-61.106829
SAVANA,SAVANA,524988011,52498801100010,PME,AMPI,972,63 MORNE LAURENT 97234 FORT-DE-FRANCE,97209,97234,10.52Z,AMPI,14.646065,-61.075368
LA VRAIE VIE (FLEUR DE CANNE),LA VRAIE VIE (FLEUR DE CANNE),853043560,85304356000038,PME,AMPI,972,VILLAGE CREOLE - BATIMENT D1 POINTE DU BOUT 97229 LES TROIS-ILETS,97231,97229,10.52Z,AMPI,14.558253,-61.049288
MITSOU (MITSOU),MITSOU (MITSOU),978601987,97860198700024,PME,AMPI,972,26 RUE DES BOUGAINVILLEES 97229 LES TROIS-ILETS,97231,97229,10.52Z,AMPI,14.553311,-61.0523
LARGEN VENTE & CONCEPT (LVC),LARGEN VENTE & CONCEPT (LVC),418643052,41864305200040,PME,Non rattaché,973,6 BIS 6 B RUE JUSTIN CATAYEE 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.942692,-52.331444
LARGEN VENTE & CONCEPT (LVC),LARGEN VENTE & CONCEPT (LVC),418643052,41864305200057,PME,Non rattaché,973,15 AVENUE LEOPOLD HEDER 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.941399,-52.332543
LARGEN VENTE & CONCEPT (LVC),LARGEN VENTE & CONCEPT (LVC),418643052,41864305200065,PME,Non rattaché,973,IMM FAUSTINO - PK7 ROUTE DE MONTJOLY 97354 REMIRE-MONTJOLY,97309,97354,10.52Z,Non rattaché,4.913853,-52.275222
JOCELYNE MOUTOUSSAMY (DOZINE) (DOUCEUR MAISON),JOCELYNE MOUTOUSSAMY (DOZINE) (DOUCEUR MAISON),510877558,51087755800021,PME,Non rattaché,973,11 B RTE CHUTES VOLTAIRES 97320 SAINT-LAURENT-DU-MARONI,97311,97320,10.52Z,Non rattaché,5.469221,-54.032189
JOCELYNE MOUTOUSSAMY (DOZINE) (DOUCEUR MAISON),JOCELYNE MOUTOUSSAMY (DOZINE) (DOUCEUR MAISON),510877558,51087755800039,PME,Non rattaché,973,ROUTE DU PLATEAU DES MINES 97320 SAINT-LAURENT-DU-MARONI,97311,97320,10.52Z,Non rattaché,5.356609,-54.071082
BERTHE ROSINE,BERTHE ROSINE,437610140,43761014000026,PME,Non rattaché,973,PK1-ROUTE NATIONALE 3 ROUTE DEGRAD DES CANNES 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.905012,-52.31787
SANBER,SANBER,808105415,80810541500018,PME,Non rattaché,973,SOURCE DE BADUEL 8 LOT LA PLANTATION 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.929195,-52.30772
ATOME,ATOME,791633852,79163385200029,PME,Non rattaché,973,CENTRE COMMERCIAL FAMILY PLAZA ZONE ARTISANALE TERCA 97351 MATOURY,97307,97351,10.52Z,Non rattaché,4.890006,-52.331777
FOOD-STARS (BABOOTEA),FOOD-STARS (BABOOTEA),853971687,85397168700019,PME,Non rattaché,973,18 AVENUE FELIX EBOUE 97320 SAINT-LAURENT-DU-MARONI,97311,97320,10.52Z,Non rattaché,5.502085,-54.029207
JO LE GLACIER & CO (JO LE GLACIER) (J.L.G),JO LE GLACIER & CO (JO LE GLACIER) (J.L.G),907952287,90795228700015,PME,Non rattaché,973,GUIMANMIN 11 IMPASSE EBENE VERTE 97351 MATOURY,97307,97351,10.52Z,Non rattaché,4.846497,-52.321057
EXOTIKA GLACES,EXOTIKA GLACES,850117359,85011735900016,PME,Non rattaché,973,RN 3 1001 ROUTE DEGRAD DES CANNES 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.905012,-52.31787
GILLES MACQUET,GILLES MACQUET,380269324,38026932400014,PME,Non rattaché,973,68 AVENUE DES 2 LACS 97310 KOUROU,97304,97310,10.52Z,Non rattaché,5.166205,-52.650558
JOCELYN CLAMARAN,JOCELYN CLAMARAN,332520212,33252021200025,PME,Non rattaché,973,CENTRE COMMERCIAL MAKOUPY LOTISSEMENT LES JARDINS DE MATOURY 97351 MATOURY,97307,97351,10.52Z,Non rattaché,4.849216,-52.325519
GLACE MAMAMIA (G.M.M.),GLACE MAMAMIA (G.M.M.),797528247,79752824700027,PME,Non rattaché,973,RENOVATION - 31  BANLIEU SUD BATV RUE JEAN JAURES 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.933113,-52.328483
LA FABRIQUE DE SAINT GEORGES,LA FABRIQUE DE SAINT GEORGES,905357034,90535703400016,PME,Non rattaché,973,13 RUE MOISE SPARCE 97313 SAINT-GEORGES,97308,97313,10.52Z,Non rattaché,3.88977,-51.801642
DELICES & GLACES DE JO LE GLACIER CAYENNE LALLOUETTE,DELICES & GLACES DE JO LE GLACIER CAYENNE LALLOUETTE,525222212,52522221200017,PME,Non rattaché,973,66 RUE LALLOUETTE 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.940784,-52.328593
TROP'GLACES,TROP'GLACES,519699722,51969972200012,PME,Non rattaché,973,ROUTE DE CABASSOU 12 LOTISSEMENT LES JASMINS 2 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.918696,-52.317477
SNACK 2 REVES,SNACK 2 REVES,838304103,83830410300024,PME,Non rattaché,973,BAT H APPT 14 RESIDENCE NOVAPARC ROUTE DE RABAN 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.931325,-52.313735
ES KI MO YANA (ES KI  MO YANA),ES KI MO YANA (ES KI  MO YANA),849669452,84966945200013,PME,Non rattaché,973,10 RUE DE LA BATEE 97300 CAYENNE,97302,97300,10.52Z,Non rattaché,4.921434,-52.313993
LE MONDE DE LA GLACE,LE MONDE DE LA GLACE,442743845,44274384500012,PME,ADIR,974,5 RUE MARIUS ET ARY LEBLOND 97460 SAINT-PAUL,97415,97460,10.52Z,ADIR,-21.009102,55.270536
LE MONDE DE LA GLACE,LE MONDE DE LA GLACE,442743845,44274384500020,PME,ADIR,974,110 RUE JEAN CHATEL 97400 SAINT-DENIS,97411,97400,10.52Z,ADIR,-20.880658,55.450588
LE MONDE DE LA GLACE,LE MONDE DE LA GLACE,442743845,44274384500038,PME,ADIR,974,LOT K7 CTRE CCIAL JUMBO SACRE COEUR ROUTE SACRE COEUR 97420 LE PORT,97407,97420,10.52Z,ADIR,-20.958927,55.319912
LE MONDE DE LA GLACE,LE MONDE DE LA GLACE,442743845,44274384500046,PME,ADIR,974,ZAC LES MASCAREIGNES - VILLAGE ARTISAN 22 RUE PIERRE BROSSOLETTE 97420 LE PORT,97407,97420,10.52Z,ADIR,-20.953829,55.300906
LE MONDE DE LA GLACE,LE MONDE DE LA GLACE,442743845,44274384500053,PME,ADIR,974,67 RUE JEAN CHATEL 97400 SAINT-DENIS,97411,97400,10.52Z,ADIR,-20.877935,55.449818
SOCIETE D'EXPLOITATION DE GLACE ARTISANALE (SEGA),SOCIETE D'EXPLOITATION DE GLACE ARTISANALE (SEGA),333870558,33387055800017,PME,ADIR,974,55 RUE FRANCOIS DE MAHY 97410 SAINT-PIERRE,97416,97410,10.52Z,ADIR,-21.338711,55.475879
SOCIETE D'EXPLOITATION DE GLACE ARTISANALE (SEGA),SOCIETE D'EXPLOITATION DE GLACE ARTISANALE (SEGA),333870558,33387055800033,PME,ADIR,974,CTRE COMMERCIAL HYPER CRAC BOULEVARD BANK 97410 SAINT-PIERRE,97416,97410,10.52Z,ADIR,-21.33168,55.474423
SOCIETE D'EXPLOITATION DE GLACE ARTISANALE (SEGA),SOCIETE D'EXPLOITATION DE GLACE ARTISANALE (SEGA),333870558,33387055800082,PME,ADIR,974,1 B RUE JULIETTE DODU 97480 SAINT-JOSEPH,97412,97480,10.52Z,ADIR,-21.379352,55.615242
BISA SARL,BISA SARL,389930355,38993035500018,PME,ADIR,974,32 RUE TOURETTE 97400 SAINT-DENIS,97411,97400,10.52Z,ADIR,-20.887806,55.446147
BISA SARL,BISA SARL,389930355,38993035500026,PME,ADIR,974,110 RUE JEAN CHATEL 97400 SAINT-DENIS,97411,97400,10.52Z,ADIR,-20.880658,55.450588
